"Data file recorded 2020/12/4  9:54:43"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
264.000, 26.581,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 43.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.310, 37.000, 10.000,-17.000,-965.000
265.000, 26.683,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 34.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.330, 37.000, -6.000,-13.000,-968.000
266.000, 26.786,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 25.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.280, 37.000,-21.000, 14.000,-1003.000
267.000, 26.887,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 16.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.330, 38.000,-30.000, 20.000,-1019.000
268.000, 26.990,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,  7.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.320, 38.000,  4.000, -2.000,-973.000
269.000, 27.093,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.280, 38.000,-19.000,  5.000,-1020.000
270.000, 27.193,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -9.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.330, 38.000,-28.000, 12.000,-1015.000
271.000, 27.295,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-18.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.310, 38.000,-13.000,  0.000,-1000.000
272.000, 27.399,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-27.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.260, 38.000, -4.000, 11.000,-1001.000
273.000, 27.501,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-36.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.250, 38.000,-26.000,  5.000,-1014.000
274.000, 27.602,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-45.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.330, 38.000, -4.000,-12.000,-986.000
275.000, 27.712,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-53.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.350, 38.000, -5.000,  1.000,-997.000
276.000, 27.806,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-62.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.280, 38.000, -1.000,  4.000,-1004.000
277.000, 27.908,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-70.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.270, 39.000,-12.000, -7.000,-995.000
278.000, 28.009,  1.000,  0.000,  0.000,  0.000,  4.000,  0.000,  0.000,-79.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.270, 39.000,-14.000,  5.000,-994.000
279.000, 28.111,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-87.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.280, 39.000, 36.000,-41.000,-991.000
280.000, 28.217,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-88.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.290, 39.000,-27.000, 15.000,-1007.000
281.000, 28.319,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-83.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.230, 39.000,  0.000,-18.000,-994.000
282.000, 28.440,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-74.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.340, 39.000, 19.000, -5.000,-1001.000
283.000, 28.525,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-64.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.310, 39.000,-28.000, 24.000,-1024.000
284.000, 28.623,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-55.000,  0.000,  0.000,  0.000, 77.000, 80.000, 73.000, 20.000,100.000,-18.300, 39.000, 12.000,-16.000,-994.000
285.000, 28.726,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-45.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.300, 39.000, -8.000, 10.000,-1001.000
286.000, 28.827,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-36.000,  0.000,  0.000,  0.000, 77.000, 80.000, 73.000, 20.000,100.000,-18.270, 39.000,-16.000, 20.000,-1008.000
287.000, 28.929,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-26.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.310, 40.000,  2.000, -1.000,-1008.000
288.000, 29.031,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-16.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.290, 40.000,-19.000,  8.000,-1013.000
289.000, 29.133,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, -6.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.250, 40.000,  5.000, 17.000,-994.000
290.000, 29.235,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,  2.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.300, 40.000, -4.000,-14.000,-988.000
291.000, 29.337,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 12.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.260, 40.000, -9.000, 16.000,-999.000
292.000, 29.441,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 22.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.320, 40.000, -3.000,-10.000,-988.000
293.000, 29.492,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 32.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.380, 40.000, 14.000,-13.000,-980.000
294.000, 29.592,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 41.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.390, 40.000, -4.000,-13.000,-987.000
295.000, 29.694,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 51.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.310, 40.000,-11.000, -9.000,-987.000
296.000, 29.796,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 60.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.340, 40.000,  9.000, -9.000,-1002.000
297.000, 29.899,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 70.000,  0.000,  0.000,  0.000, 76.000, 80.000, 74.000, 20.000,100.000,-18.390, 41.000, -5.000,  5.000,-1004.000
298.000, 30.001,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 79.000,  0.000,  0.000,  0.000, 76.000, 80.000, 73.000, 20.000,100.000,-18.410, 41.000,  1.000,-13.000,-1008.000
299.000, 30.104,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 88.000,  0.000,  0.000,  0.000, 76.000, 80.000, 73.000, 20.000,100.000,-18.350, 41.000,  6.000, -2.000,-999.000
300.000, 30.205,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  1.000, 97.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.350, 41.000,-21.000,-14.000,-1017.000
301.000, 30.307,  1.000,  0.000,  0.000,  0.000, 14.000, -1.000,  1.000,106.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.340, 41.000,-22.000,  2.000,-1005.000
302.000, 30.414,  1.000,  0.000,  0.000,  0.000,-100.000, -1.000,  1.000,115.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.280, 41.000, -6.000, -1.000,-1014.000
303.000, 30.512,  1.000,  0.000,  0.000,  0.000,-100.000, -1.000,  1.000,115.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.380, 41.000, -4.000, -6.000,-988.000
304.000, 30.613,  1.000,  0.000,  0.000,  0.000,-100.000, -1.000,  1.000,107.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.400, 41.000, -8.000, -2.000,-985.000
305.000, 30.716,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000, 98.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.330, 41.000, -8.000, -7.000,-973.000
306.000, 30.819,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000, 90.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.350, 41.000,-23.000,  2.000,-992.000
307.000, 30.920,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000, 81.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.320, 42.000,-15.000,-12.000,-1012.000
308.000, 31.021,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000, 72.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.410, 42.000, -4.000,-36.000,-993.000
309.000, 31.123,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 63.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.360, 42.000, -4.000,-26.000,-1001.000
310.000, 31.228,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 54.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.260, 42.000,  0.000, -7.000,-1005.000
311.000, 31.327,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 46.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.340, 42.000,  6.000,-16.000,-1013.000
312.000, 31.430,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 37.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.310, 42.000, -1.000, -8.000,-1003.000
313.000, 31.532,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 29.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.330, 42.000, -3.000,-22.000,-1000.000
314.000, 31.634,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 21.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.320, 42.000, 10.000, -6.000,-995.000
315.000, 31.736,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000, 12.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.270, 42.000, -5.000,-14.000,-993.000
316.000, 31.837,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.230, 42.000, -3.000, -5.000,-1004.000
317.000, 31.939,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -4.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.280, 43.000,  4.000, 10.000,-1003.000
318.000, 32.041,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-12.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.260, 43.000, -6.000,  0.000,-1010.000
319.000, 32.145,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-21.000,  0.000,  0.000,  0.000, 76.000, 79.000, 74.000, 20.000,100.000,-18.290, 43.000,  0.000, -1.000,-997.000
320.000, 32.249,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-39.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.230, 43.000,  7.000, 17.000,-1005.000
321.000, 32.348,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-47.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.260, 43.000, -4.000,  0.000,-1005.000
322.000, 32.450,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-55.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.220, 43.000,-19.000, 17.000,-1009.000
323.000, 32.552,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-64.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.190, 43.000,-10.000, -6.000,-992.000
324.000, 32.655,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-72.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.260, 43.000, -3.000, 14.000,-996.000
325.000, 32.760,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-81.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.250, 43.000, -2.000, 10.000,-998.000
326.000, 32.858,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-89.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.310, 44.000,-14.000,  4.000,-998.000
327.000, 32.962,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-98.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.270, 44.000,  5.000,-13.000,-1001.000
328.000, 33.066,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-107.000,  0.000,  0.000,  0.000, 76.000, 79.000, 73.000, 20.000,100.000,-18.350, 44.000,-12.000, -1.000,-994.000
329.000, 33.117,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-116.000,  0.000,  0.000,  0.000, 76.000, 79.000, 72.000, 20.000,100.000,-18.330, 44.000,-21.000,  0.000,-1009.000
330.000, 33.266,  1.000,  0.000,  0.000,  0.000,-34.000,  0.000,  0.000,-126.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.360, 44.000, -4.000, -1.000,-997.000
331.000, 33.368,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-134.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.300, 44.000, -3.000, -7.000,-1006.000
332.000, 33.421,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-137.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.370, 44.000, -8.000,-16.000,-1012.000
333.000, 33.521,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-132.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.330, 44.000,  0.000,-42.000,-1002.000
334.000, 33.623,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-123.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.330, 44.000,-22.000,-11.000,-964.000
335.000, 33.727,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-115.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.410, 44.000,-39.000, 10.000,-1025.000
336.000, 33.829,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-106.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.300, 45.000,-53.000, 16.000,-1034.000
337.000, 33.930,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-97.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.300, 45.000,-14.000,  7.000,-1007.000
338.000, 34.031,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-89.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.320, 45.000,-14.000,  1.000,-983.000
339.000, 34.133,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-80.000,  0.000,  0.000,  0.000, 76.000, 78.000, 72.000, 20.000,100.000,-18.320, 45.000, -6.000, 19.000,-992.000
340.000, 34.235,  1.000,  0.000,  0.000,  0.000,100.000, -1.000, -1.000,-71.000,  0.000,  0.000,  0.000, 75.000, 77.000, 72.000, 20.000,100.000,-18.300, 45.000,  5.000,  8.000,-991.000
341.000, 34.337,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-63.000,  0.000,  0.000,  0.000, 75.000, 77.000, 72.000, 20.000,100.000,-18.350, 45.000,-17.000, 12.000,-1017.000
342.000, 34.439,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-55.000,  0.000,  0.000,  0.000, 75.000, 77.000, 72.000, 20.000,100.000,-18.360, 45.000,-32.000, 27.000,-1040.000
343.000, 34.541,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-46.000,  0.000,  0.000,  0.000, 75.000, 77.000, 72.000, 20.000,100.000,-18.320, 45.000,-11.000,  6.000,-997.000
344.000, 34.643,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-38.000,  0.000,  0.000,  0.000, 75.000, 77.000, 73.000, 20.000,100.000,-18.310, 45.000, 10.000,  8.000,-1005.000
345.000, 34.745,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-30.000,  0.000,  0.000,  0.000, 75.000, 77.000, 73.000, 20.000,100.000,-18.250, 45.000,-15.000,  6.000,-1020.000
346.000, 34.847,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-21.000,  0.000,  0.000,  0.000, 75.000, 77.000, 73.000, 20.000,100.000,-18.260, 46.000, -4.000, 21.000,-990.000
347.000, 34.951,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-13.000,  0.000,  0.000,  0.000, 75.000, 77.000, 73.000, 20.000,100.000,-18.280, 46.000,-19.000, 18.000,-990.000
348.000, 35.056,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, -4.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.230, 46.000,  3.000, 13.000,-971.000
349.000, 35.162,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 75.000, 77.000, 73.000, 20.000,100.000,-18.270, 46.000, -7.000,  6.000,-997.000
350.000, 35.260,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 12.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.280, 46.000,-11.000,  3.000,-1009.000
351.000, 35.364,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 21.000,  0.000,  0.000,  0.000, 75.000, 78.000, 74.000, 20.000,100.000,-18.290, 46.000,-21.000,  4.000,-1006.000
352.000, 35.468,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 30.000,  0.000,  0.000,  0.000, 75.000, 78.000, 74.000, 20.000,100.000,-18.380, 46.000,-14.000, 15.000,-1010.000
353.000, 35.565,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 38.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.270, 46.000, -5.000, 18.000,-982.000
354.000, 35.667,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 46.000,  0.000,  0.000,  0.000, 75.000, 78.000, 74.000, 20.000,100.000,-18.260, 46.000,-35.000, 37.000,-1000.000
355.000, 35.768,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 55.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.230, 46.000,-19.000, 32.000,-995.000
356.000, 35.871,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 64.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.280, 47.000,-11.000, 30.000,-990.000
357.000, 35.973,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 73.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.250, 47.000, -6.000, 18.000,-1022.000
358.000, 36.076,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 82.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.170, 47.000,-26.000, 30.000,-1037.000
359.000, 36.177,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 91.000,  0.000,  0.000,  0.000, 75.000, 78.000, 73.000, 20.000,100.000,-18.200, 47.000,  0.000, 31.000,-996.000
360.000, 36.279,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,100.000,  0.000,  0.000,  0.000, 76.000, 78.000, 73.000, 20.000,100.000,-18.190, 47.000, 10.000, 20.000,-1012.000
361.000, 36.382,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,109.000,  0.000,  0.000,  0.000, 76.000, 78.000, 73.000, 20.000,100.000,-18.180, 47.000, 16.000, 15.000,-1008.000
362.000, 36.485,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,118.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.210, 47.000, 10.000,  4.000,-984.000
363.000, 36.585,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,127.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.220, 47.000, 30.000, -2.000,-976.000
364.000, 36.687,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,136.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.220, 47.000, 20.000, -2.000,-1010.000
365.000, 36.789,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,145.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.240, 47.000, -2.000,  6.000,-1017.000
366.000, 36.840,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,154.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.320, 48.000, 18.000, -4.000,-982.000
367.000, 36.942,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,163.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.310, 48.000, 43.000,-10.000,-969.000
368.000, 37.044,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,165.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.290, 48.000,-37.000, 26.000,-1046.000
369.000, 37.148,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000,156.000,  0.000,  0.000,  0.000, 76.000, 78.000, 74.000, 20.000,100.000,-18.220, 48.000, -5.000,-15.000,-975.000
370.000, 37.300,  1.000,  0.000,  0.000,  0.000,-100.000,  1.000,  1.000,148.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.350, 48.000,  2.000, -5.000,-997.000
371.000, 37.358,  1.000,  0.000,  0.000,  0.000,-100.000,  1.000,  1.000,139.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.220, 48.000,  1.000, -7.000,-1002.000
372.000, 37.461,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  1.000,130.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.200, 48.000, -7.000,  2.000,-1008.000
373.000, 37.561,  1.000,  0.000,  0.000,  0.000,-100.000,  1.000,  0.000,121.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.230, 48.000, 20.000,-12.000,-983.000
374.000, 37.662,  1.000,  0.000,  0.000,  0.000,-100.000,  1.000,  0.000,112.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.320, 48.000,  9.000,-19.000,-989.000
375.000, 37.758,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,104.000,  0.000,  0.000,  0.000, 75.000, 77.000, 74.000, 20.000,100.000,-18.230, 48.000, 10.000,-10.000,-998.000
376.000, 37.860,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 95.000,  0.000,  0.000,  0.000, 75.000, 77.000, 75.000, 20.000,100.000,-18.280, 49.000, 12.000,-13.000,-1007.000
377.000, 37.963,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 86.000,  0.000,  0.000,  0.000, 75.000, 77.000, 75.000, 20.000,100.000,-18.150, 49.000, -4.000,  5.000,-1007.000
378.000, 38.064,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 78.000,  0.000,  0.000,  0.000, 75.000, 77.000, 75.000, 20.000,100.000,-18.180, 49.000, -8.000,  0.000,-987.000
379.000, 38.166,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 69.000,  0.000,  0.000,  0.000, 75.000, 77.000, 75.000, 20.000,100.000,-18.140, 49.000, 14.000,  5.000,-991.000
380.000, 38.268,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 60.000,  0.000,  0.000,  0.000, 75.000, 78.000, 75.000, 20.000,100.000,-18.260, 49.000,  7.000, 10.000,-996.000
381.000, 38.370,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 52.000,  0.000,  0.000,  0.000, 75.000, 78.000, 75.000, 20.000,100.000,-18.300, 49.000, 16.000,  7.000,-982.000
382.000, 38.472,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 43.000,  0.000,  0.000,  0.000, 75.000, 78.000, 75.000, 20.000,100.000,-18.210, 49.000, -4.000,  5.000,-989.000
383.000, 38.574,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 34.000,  0.000,  0.000,  0.000, 75.000, 78.000, 75.000, 20.000,100.000,-18.180, 49.000,  0.000, -4.000,-1000.000
384.000, 38.709,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 25.000,  0.000,  0.000,  0.000, 75.000, 78.000, 75.000, 20.000,100.000,-18.270, 49.000,-20.000, 19.000,-1017.000
385.000, 38.778,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 16.000,  0.000,  0.000,  0.000, 75.000, 78.000, 74.000, 20.000,100.000,-18.230, 49.000,-11.000, 30.000,-1014.000
