"Data file recorded 2020/12/4  9:54:43"
  index,   time,    ref,ctrl_LR,ctrl_FB,ctrl_UD,ctrl_YA,  pitch,   roll,    yaw,    vgx,    vgy,    vgz,   templ,   temph,    tof,      h,    bat,   baro,   time,    agx,    agy,    agz
142.000, 14.285,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 69.000, 20.000,100.000,-18.410, 25.000,  0.000, -6.000,-1008.000
143.000, 14.386,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 69.000, 20.000,100.000,-18.400, 25.000,-16.000, -9.000,-1004.000
144.000, 14.483,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 69.000, 20.000,100.000,-18.390, 25.000,  4.000, -6.000,-1007.000
145.000, 14.590,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 70.000, 20.000,100.000,-18.390, 25.000,-18.000, -6.000,-1003.000
146.000, 14.694,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 70.000, 20.000,100.000,-18.380, 25.000,-17.000, -1.000,-997.000
147.000, 14.787,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 70.000, 20.000,100.000,-18.430, 25.000,  1.000, -8.000,-999.000
148.000, 14.892,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 70.000, 20.000,100.000,-18.400, 26.000,-21.000,  5.000,-994.000
149.000, 14.999,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 83.000, 71.000, 20.000,100.000,-18.330, 26.000,  3.000, -6.000,-1003.000
150.000, 15.099,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 71.000, 20.000,100.000,-18.380, 26.000,  0.000,-12.000,-1014.000
151.000, 15.197,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.360, 26.000,-16.000,  6.000,-1018.000
152.000, 15.298,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.360, 26.000, -9.000,  4.000,-996.000
153.000, 15.400,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.360, 26.000,-24.000,  9.000,-1002.000
154.000, 15.502,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.390, 26.000, -3.000,-17.000,-993.000
155.000, 15.604,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.280, 26.000, -2.000,  2.000,-986.000
156.000, 15.707,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.420, 26.000,  0.000,-13.000,-990.000
157.000, 15.809,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.290, 26.000,-15.000,  0.000,-993.000
158.000, 15.910,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.340, 27.000,-23.000,  0.000,-999.000
159.000, 16.012,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.360, 27.000, -5.000, -6.000,-983.000
160.000, 16.115,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.340, 27.000, -8.000,  7.000,-996.000
161.000, 16.217,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.330, 27.000,  5.000,-11.000,-994.000
162.000, 16.318,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.350, 27.000, -9.000,  3.000,-1005.000
163.000, 16.422,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.310, 27.000, -2.000, -5.000,-994.000
164.000, 16.524,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.330, 27.000,  2.000, 12.000,-1002.000
165.000, 16.626,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.330, 27.000, -8.000,  4.000,-1001.000
166.000, 16.728,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.340, 27.000, -7.000,  4.000,-1004.000
167.000, 16.830,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.370, 27.000,  3.000,-18.000,-989.000
168.000, 16.932,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.400, 28.000,  4.000, -4.000,-995.000
169.000, 17.033,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 82.000, 72.000, 20.000,100.000,-18.350, 28.000, -8.000,  7.000,-1000.000
170.000, 17.135,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.370, 28.000,-10.000,-14.000,-992.000
171.000, 17.238,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.360, 28.000,  0.000,-22.000,-1010.000
172.000, 17.341,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.400, 28.000,  6.000,-17.000,-994.000
173.000, 17.442,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.320, 28.000,-15.000, -1.000,-1003.000
174.000, 17.494,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.300, 28.000,  5.000,-12.000,-993.000
175.000, 17.595,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.300, 28.000,  0.000, -3.000,-992.000
176.000, 17.697,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.310, 28.000,-14.000, -2.000,-1001.000
177.000, 17.799,  1.000,  0.000,  0.000,  0.000,  3.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.350, 28.000,  7.000,  8.000,-1011.000
178.000, 17.902,  1.000,  0.000,  0.000,  0.000,  5.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.260, 29.000, -7.000,-10.000,-1015.000
179.000, 18.004,  1.000,  0.000,  0.000,  0.000,  7.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 79.000, 81.000, 72.000, 20.000,100.000,-18.270, 29.000,-17.000, 12.000,-1009.000
180.000, 18.108,  1.000,  0.000,  0.000,  0.000,  9.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 72.000, 20.000,100.000,-18.280, 29.000, -1.000, -8.000,-994.000
181.000, 18.218,  1.000,  0.000,  0.000,  0.000, 10.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.290, 29.000, -4.000, 15.000,-992.000
182.000, 18.312,  1.000,  0.000,  0.000,  0.000, 12.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.400, 29.000,  0.000, -1.000,-1005.000
183.000, 18.413,  1.000,  0.000,  0.000,  0.000, 14.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.250, 29.000,  7.000, -7.000,-1005.000
184.000, 18.518,  1.000,  0.000,  0.000,  0.000, 16.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.270, 29.000, -1.000,  0.000,-994.000
185.000, 18.617,  1.000,  0.000,  0.000,  0.000, 18.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.300, 29.000,-17.000, -7.000,-999.000
186.000, 18.719,  1.000,  0.000,  0.000,  0.000, 20.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.250, 29.000,-13.000,-18.000,-995.000
187.000, 18.821,  1.000,  0.000,  0.000,  0.000, 22.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.300, 29.000,  8.000,-19.000,-994.000
188.000, 18.923,  1.000,  0.000,  0.000,  0.000, 23.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 74.000, 20.000,100.000,-18.230, 30.000,-17.000,-13.000,-984.000
189.000, 19.026,  1.000,  0.000,  0.000,  0.000, 25.000,  0.000,  1.000,  0.000,  0.000,  0.000,  0.000, 78.000, 81.000, 74.000, 20.000,100.000,-18.250, 30.000,-12.000,  0.000,-992.000
190.000, 19.128,  1.000,  0.000,  0.000,  0.000, 27.000,  0.000,  0.000,  1.000,  0.000,  0.000,  0.000, 78.000, 81.000, 74.000, 20.000,100.000,-18.200, 30.000,-22.000,  0.000,-1003.000
191.000, 19.231,  1.000,  0.000,  0.000,  0.000, 25.000,  0.000,  0.000,  3.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.290, 30.000, -3.000,-21.000,-988.000
192.000, 19.333,  1.000,  0.000,  0.000,  0.000, 17.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 78.000, 81.000, 74.000, 20.000,100.000,-18.350, 30.000, -5.000,  0.000,-1002.000
193.000, 19.436,  1.000,  0.000,  0.000,  0.000, 10.000,  0.000,  0.000,  5.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.220, 30.000,-17.000,-11.000,-1004.000
194.000, 19.536,  1.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  5.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.250, 30.000,-10.000,  6.000,-993.000
195.000, 19.638,  1.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.280, 30.000,-13.000,-13.000,-1003.000
196.000, 19.741,  1.000,  0.000,  0.000,  0.000, -3.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.300, 30.000,  4.000, -3.000,-1002.000
197.000, 19.844,  1.000,  0.000,  0.000,  0.000, -9.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.380, 31.000,  7.000,-13.000,-1005.000
198.000, 19.945,  1.000,  0.000,  0.000,  0.000,-15.000,  0.000,  0.000,  3.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.350, 31.000,-13.000,  7.000,-994.000
199.000, 20.047,  1.000,  0.000,  0.000,  0.000,-17.000,  0.000,  0.000,  2.000,  0.000,  0.000,  0.000, 78.000, 81.000, 73.000, 20.000,100.000,-18.300, 31.000,-23.000,  7.000,-1014.000
200.000, 20.149,  1.000,  0.000,  0.000,  0.000,-17.000,  0.000,  0.000,  1.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.260, 31.000,-24.000, 11.000,-1005.000
201.000, 20.251,  1.000,  0.000,  0.000,  0.000,-15.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.190, 31.000, 19.000,-29.000,-987.000
202.000, 20.353,  1.000,  0.000,  0.000,  0.000,-11.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.270, 31.000, 12.000,-13.000,-991.000
203.000, 20.455,  1.000,  0.000,  0.000,  0.000, -5.000,  0.000,  0.000, -2.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.290, 31.000,-24.000, 18.000,-1012.000
204.000, 20.557,  1.000,  0.000,  0.000,  0.000,  2.000,  0.000,  0.000, -3.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.290, 31.000,  3.000, -4.000,-992.000
205.000, 20.659,  1.000,  0.000,  0.000,  0.000, 12.000,  0.000,  0.000, -4.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.250, 31.000,  0.000, -7.000,-1001.000
206.000, 20.761,  1.000,  0.000,  0.000,  0.000, 25.000,  0.000,  0.000, -4.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.300, 31.000, 17.000,-13.000,-979.000
207.000, 20.863,  1.000,  0.000,  0.000,  0.000, 35.000,  0.000,  0.000, -4.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.310, 32.000, 13.000,  0.000,-970.000
208.000, 20.915,  1.000,  0.000,  0.000,  0.000, 46.000,  0.000,  0.000, -3.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.390, 32.000,-11.000, -7.000,-998.000
209.000, 21.017,  1.000,  0.000,  0.000,  0.000, 52.000,  0.000,  0.000, -1.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.330, 32.000, -1.000, 22.000,-1020.000
210.000, 21.171,  1.000,  0.000,  0.000,  0.000, 52.000,  0.000,  0.000,  1.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.360, 32.000,  2.000, 14.000,-990.000
211.000, 21.222,  1.000,  0.000,  0.000,  0.000, 48.000,  0.000,  0.000,  4.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.320, 32.000, -7.000,  7.000,-1005.000
212.000, 21.323,  1.000,  0.000,  0.000,  0.000, 36.000,  0.000,  0.000,  7.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.330, 32.000,-18.000,  8.000,-1018.000
213.000, 21.425,  1.000,  0.000,  0.000,  0.000, 17.000,  0.000,  0.000, 10.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.320, 32.000, -7.000,  3.000,-998.000
214.000, 21.528,  1.000,  0.000,  0.000,  0.000, -7.000,  0.000,  0.000, 11.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.250, 32.000,-14.000,  0.000,-1005.000
215.000, 21.629,  1.000,  0.000,  0.000,  0.000,-31.000,  0.000,  0.000, 12.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.290, 32.000,  6.000, -7.000,-1014.000
216.000, 21.731,  1.000,  0.000,  0.000,  0.000,-57.000,  0.000,  0.000, 11.000,  0.000,  0.000,  0.000, 78.000, 80.000, 72.000, 20.000,100.000,-18.270, 32.000,  5.000,-14.000,-989.000
217.000, 21.834,  1.000,  0.000,  0.000,  0.000,-76.000,  0.000,  0.000,  9.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.270, 33.000,  0.000,  5.000,-992.000
218.000, 21.936,  1.000,  0.000,  0.000,  0.000,-90.000,  0.000,  0.000,  5.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.270, 33.000,  0.000,  9.000,-1007.000
219.000, 22.041,  1.000,  0.000,  0.000,  0.000,-91.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 78.000, 80.000, 73.000, 20.000,100.000,-18.250, 33.000,-11.000, -1.000,-1002.000
220.000, 22.141,  1.000,  0.000,  0.000,  0.000,-78.000,  0.000,  0.000, -7.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.260, 33.000, 22.000,-14.000,-996.000
221.000, 22.243,  1.000,  0.000,  0.000,  0.000,-47.000,  0.000,  0.000,-15.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.360, 33.000,  5.000,  2.000,-1011.000
222.000, 22.348,  1.000,  0.000,  0.000,  0.000,  4.000,  0.000,  0.000,-21.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.290, 33.000, 17.000,-21.000,-989.000
223.000, 22.448,  1.000,  0.000,  0.000,  0.000,  4.000,  0.000,  0.000,-25.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.330, 33.000, 23.000,-30.000,-982.000
224.000, 22.549,  1.000,  0.000,  0.000,  0.000, 82.000,  0.000,  0.000,-26.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.270, 33.000,  3.000,  4.000,-996.000
225.000, 22.651,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-21.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.260, 33.000, -3.000,  2.000,-982.000
226.000, 22.753,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-14.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.270, 33.000,-27.000,  4.000,-993.000
227.000, 22.855,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, -6.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.250, 34.000,-17.000, 18.000,-997.000
228.000, 22.957,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,  2.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.270, 34.000,  0.000,  9.000,-1020.000
229.000, 23.059,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 10.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.260, 34.000,  1.000,  5.000,-995.000
230.000, 23.161,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 18.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.240, 34.000, 17.000,  3.000,-984.000
231.000, 23.264,  1.000,  0.000,  0.000,  0.000, 95.000,  0.000,  0.000, 26.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.250, 34.000,-19.000,-11.000,-995.000
232.000, 23.371,  1.000,  0.000,  0.000,  0.000, 21.000,  0.000,  0.000, 34.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.320, 34.000, -4.000,  1.000,-998.000
233.000, 23.475,  1.000,  0.000,  0.000,  0.000,-72.000,  0.000,  0.000, 38.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.260, 34.000, -6.000, 13.000,-1029.000
234.000, 23.570,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 35.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.270, 34.000,-11.000,  4.000,-1030.000
235.000, 23.672,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 28.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.290, 34.000,-14.000, -2.000,-996.000
236.000, 23.774,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 19.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.320, 34.000,  5.000, -9.000,-985.000
237.000, 23.876,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,  9.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.280, 35.000, 16.000,-24.000,-969.000
238.000, 23.979,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,  0.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.230, 35.000,-19.000,-12.000,-1005.000
239.000, 24.083,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, -8.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.240, 35.000,-11.000,  8.000,-1001.000
240.000, 24.191,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-17.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.340, 35.000, 14.000,-25.000,-999.000
241.000, 24.285,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-26.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.330, 35.000, -7.000,-10.000,-985.000
242.000, 24.387,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000,-36.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.360, 35.000,-22.000,  7.000,-998.000
243.000, 24.490,  1.000,  0.000,  0.000,  0.000, -1.000,  0.000,  0.000,-45.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.270, 35.000, -4.000,-16.000,-978.000
244.000, 24.592,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-53.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.420, 35.000,  3.000,-21.000,-1013.000
245.000, 24.692,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-54.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.420, 35.000, -6.000,-17.000,-990.000
246.000, 24.795,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-47.000,  0.000,  0.000,  0.000, 77.000, 80.000, 75.000, 20.000,100.000,-18.360, 35.000,-18.000, 10.000,-963.000
247.000, 24.897,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-38.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.350, 36.000,-25.000, 26.000,-1007.000
248.000, 24.999,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-29.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.330, 36.000,-18.000, 27.000,-1024.000
249.000, 25.100,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000,-19.000,  0.000,  0.000,  0.000, 77.000, 80.000, 74.000, 20.000,100.000,-18.320, 36.000, -2.000,  5.000,-1033.000
250.000, 25.202,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,-10.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.370, 36.000,-17.000,  5.000,-997.000
251.000, 25.304,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, -1.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.320, 36.000,-50.000, 49.000,-1032.000
252.000, 25.359,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000,  7.000,  0.000,  0.000,  0.000, 77.000, 79.000, 73.000, 20.000,100.000,-18.290, 36.000, -5.000,  9.000,-1007.000
253.000, 25.457,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 16.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.320, 36.000,  7.000, -5.000,-988.000
254.000, 25.560,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 25.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.290, 36.000,-26.000, 25.000,-1009.000
255.000, 25.661,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 34.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.310, 36.000, -6.000, 18.000,-1007.000
256.000, 25.763,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 43.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.300, 36.000,-18.000, 10.000,-1002.000
257.000, 25.866,  1.000,  0.000,  0.000,  0.000,100.000, -1.000,  0.000, 52.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.290, 37.000,-18.000,  5.000,-998.000
258.000, 25.968,  1.000,  0.000,  0.000,  0.000,100.000,  0.000,  0.000, 60.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.300, 37.000,-11.000, 17.000,-1007.000
259.000, 26.070,  1.000,  0.000,  0.000,  0.000,-15.000,  0.000,  0.000, 69.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.330, 37.000,  2.000, 14.000,-1004.000
260.000, 26.172,  1.000,  0.000,  0.000,  0.000,-100.000, -1.000,  0.000, 73.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.310, 37.000, -3.000, -7.000,-1020.000
261.000, 26.276,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 68.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.300, 37.000, -3.000, 16.000,-1007.000
262.000, 26.380,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 60.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.350, 37.000, -7.000,  4.000,-988.000
263.000, 26.484,  1.000,  0.000,  0.000,  0.000,-100.000,  0.000,  0.000, 52.000,  0.000,  0.000,  0.000, 77.000, 79.000, 74.000, 20.000,100.000,-18.320, 37.000,-27.000,  9.000,-993.000
